hostname,mass_msun,age_gyr,feh,chi2,n_bands,dist_pc,st_met_in,age_flag,chi2_flag,reliable
Kepler-690,1.0273,10.0,0.3388,959.007,10,1552.29,0.19,upper_boundary,high,False
Kepler-1632,1.0273,10.0,0.1429,204.0527,10,710.17,0.0,upper_boundary,high,False
Kepler-35,0.9727,10.0,-0.3796,902.0063,10,1818.27,-0.34,upper_boundary,high,False
Kepler-1065,0.9727,0.0316,0.1102,709.7972,10,1089.51,-0.01,lower_boundary,high,False
Kepler-41,1.0273,10.0,0.502,460.2685,10,1045.03,0.38,upper_boundary,high,False
Kepler-1123,0.9182,0.0316,0.1755,574.3987,10,698.85,0.05,lower_boundary,high,False
Kepler-1821,0.9727,0.0316,0.2082,522.0388,10,800.78,0.14,lower_boundary,high,False
Kepler-871,1.0273,10.0,0.2082,1063.4932,10,1845.55,0.09,upper_boundary,high,False
Kepler-1321,0.9727,10.0,-0.4449,399.3359,10,741.57,-0.45,upper_boundary,high,False
Kepler-1247,0.8636,0.0316,0.0449,694.7731,10,1022.36,-0.05,lower_boundary,high,False
Kepler-1450,0.7273,0.0316,-0.0531,346.8533,10,500.66,-0.02,lower_boundary,high,False
Kepler-1640,1.0273,9.1996,0.2408,477.2564,10,1139.55,0.1,ok,high,False
Kepler-1790,1.0,10.0,0.0449,415.0119,10,1051.74,0.0,upper_boundary,high,False
Kepler-1101,0.8636,0.0316,0.0122,510.4234,10,744.99,-0.04,lower_boundary,high,False
Kepler-595,0.9455,0.0316,0.502,354.0663,10,643.84,0.406,lower_boundary,high,False
Kepler-1241,0.8909,0.0316,0.0449,1011.6505,10,933.78,-0.09,lower_boundary,high,False
Kepler-1058,0.8636,0.0316,0.0776,399.3907,10,704.28,-0.06,lower_boundary,high,False
Kepler-1873,0.8909,0.0316,0.3388,501.3365,10,782.03,0.21,lower_boundary,high,False
Kepler-980,1.0,10.0,0.1429,309.1964,10,941.34,0.01,upper_boundary,high,False
Kepler-1016,0.9455,10.0,0.1102,657.8811,10,1327.79,-0.03,upper_boundary,high,False
Kepler-1201,0.9455,10.0,0.1755,701.5958,10,969.68,0.03,upper_boundary,high,False
Kepler-1956,0.6182,0.0567,-0.0531,339.0577,10,357.15,0.04,ok,high,False
Kepler-857,0.9727,0.0316,0.1429,616.3836,10,978.56,0.02,lower_boundary,high,False
Kepler-1631,0.9455,10.0,0.1755,891.6021,10,1335.91,0.04,upper_boundary,high,False
HATS-33,0.9727,9.1996,0.3714,80.1564,10,251.01,0.29,ok,high,False
Kepler-173,0.9727,10.0,0.1755,416.6886,10,853.45,0.0357,upper_boundary,high,False
Kepler-1068,0.9455,10.0,0.1755,844.7303,10,1492.88,0.03,upper_boundary,high,False
Kepler-882,0.8909,0.0316,0.0776,319.1186,10,499.42,-0.03,lower_boundary,high,False
Kepler-688,0.9455,10.0,0.1429,933.8865,10,1385.42,0.02,upper_boundary,high,False
KELT-20,1.7636,0.5394,-0.151,0.599,10,136.48,-0.29,ok,ok,True
Kepler-1834,0.8364,0.0316,0.2735,458.0766,10,488.58,0.16,lower_boundary,high,False
Kepler-176,0.8909,0.0316,0.2735,373.7857,10,515.94,0.13,lower_boundary,high,False
Kepler-314,0.9455,0.0316,0.2408,89.6412,10,267.28,0.322,lower_boundary,high,False
Kepler-851,0.8909,0.0316,0.0776,585.7075,10,802.64,-0.07,lower_boundary,high,False
Kepler-1474,0.9182,10.0,0.1755,574.2452,10,1087.98,0.04,upper_boundary,high,False
Kepler-1960,0.9727,10.0,-0.0531,630.1221,10,1486.55,-0.18,upper_boundary,high,False
Kepler-1096,0.6727,0.0316,-0.249,192.7689,10,371.13,-0.1,lower_boundary,high,False
Kepler-168,1.0273,10.0,0.2082,548.1593,10,1232.48,0.09,upper_boundary,high,False
Kepler-689,0.9455,0.0316,0.1102,711.5539,10,1102.78,-0.01,lower_boundary,high,False
Kepler-577,0.7818,0.0316,-0.0531,423.4911,10,515.62,-0.14,lower_boundary,high,False
Kepler-116,1.0273,10.0,0.1755,316.5032,10,940.91,0.07,upper_boundary,high,False
Kepler-1769,0.9727,10.0,0.0449,99.0895,10,451.84,-0.06,upper_boundary,high,False
Kepler-1368,1.0,10.0,0.2408,1062.952,10,1578.56,0.1,upper_boundary,high,False
Kepler-825,0.9455,9.1996,0.0449,564.066,10,783.8,-0.08,ok,high,False
Kepler-54,0.4545,0.0344,-0.3143,244.4704,10,267.06,-0.27,ok,high,False
Kepler-692,0.9182,0.0316,0.1102,748.4863,10,962.17,-0.01,lower_boundary,high,False
Kepler-1969,0.9182,10.0,0.2082,857.3596,10,1245.29,0.07,upper_boundary,high,False
Kepler-1674,0.9455,0.0316,0.1755,602.4425,10,1029.62,0.0562,lower_boundary,high,False
Kepler-1391,1.0273,10.0,0.1102,231.6047,10,1004.05,0.04,upper_boundary,high,False
Kepler-464,1.0818,8.4632,0.1429,145.4978,10,670.34,0.19,ok,high,False
Kepler-1792,0.8364,0.0344,0.2735,439.5703,10,585.56,0.32,ok,high,False
Kepler-751,0.8909,0.0316,0.0776,558.1913,10,755.42,-0.06,lower_boundary,high,False
Kepler-727,0.8909,0.0316,0.1102,596.0416,10,823.52,-0.01,lower_boundary,high,False
Kepler-1472,1.0273,10.0,0.0776,492.7434,10,1484.74,0.03,upper_boundary,high,False
KOI-217,0.9455,0.0316,0.1755,460.5773,10,906.34,0.12,lower_boundary,high,False
Kepler-1398,1.0,10.0,0.0776,258.5662,10,855.14,0.01,upper_boundary,high,False
Kepler-1877,0.9455,9.1996,0.3714,38.2238,10,282.98,0.24,ok,high,False
Kepler-1222,0.8091,0.0344,-0.0204,241.7675,10,411.0,-0.04,ok,high,False
Kepler-712,0.8636,0.0316,0.1102,802.6038,10,903.01,-0.03,lower_boundary,high,False
Kepler-1169,1.0545,8.4632,0.3714,131.2524,10,517.23,0.26,ok,high,False
HATS-8,0.9727,10.0,0.3388,613.2802,10,778.0,0.21,upper_boundary,high,False
Kepler-317,0.9455,0.0316,0.2735,729.3005,10,935.11,0.13,lower_boundary,high,False
Kepler-378,0.7545,0.048,0.1429,23.1055,10,151.88,0.1369,ok,high,False
KIC 3558849,0.9455,10.0,-0.2816,443.4222,10,1146.01,-0.42,upper_boundary,high,False
Kepler-1425,1.0273,10.0,0.1102,191.7641,10,851.74,-0.03,upper_boundary,high,False
Kepler-593,0.9727,10.0,0.1755,475.2476,10,985.86,0.04,upper_boundary,high,False
Kepler-942,0.8091,0.0374,0.2082,68.2065,10,215.96,0.09,ok,high,False
Kepler-874,0.9727,10.0,0.1755,540.2071,10,1083.08,0.03,upper_boundary,high,False
Kepler-1171,1.3545,2.861,-0.151,62.0394,10,581.43,-0.01,ok,high,False
Kepler-827,1.0273,10.0,0.0776,886.9328,10,2202.81,-0.06,upper_boundary,high,False
Kepler-215,0.8091,10.0,-0.3469,189.8702,10,483.96,-0.4425,upper_boundary,high,False
Kepler-1087,0.9455,0.0316,0.0776,82.569,10,360.23,0.01,lower_boundary,high,False
Kepler-1942,0.8364,10.0,-0.3796,521.7963,10,842.4,-0.5,upper_boundary,high,False
Kepler-831,0.9455,9.1996,0.1429,352.9104,10,591.48,0.02,ok,high,False
Kepler-616,0.9727,0.0316,0.1102,470.3743,10,928.75,-0.02,lower_boundary,high,False
Kepler-1115,1.4909,1.7343,-0.5755,163.2593,10,1020.51,-0.51,ok,high,False
Kepler-485,0.9727,10.0,0.1755,542.3674,10,1157.51,0.04,upper_boundary,high,False
Kepler-1867,0.9455,9.1996,-0.1184,277.7444,10,667.45,-0.24,ok,high,False
Kepler-579,0.8909,0.0344,0.1755,330.0255,10,521.63,0.13,ok,high,False
Kepler-163,0.9455,0.0316,0.1755,291.8675,10,667.94,0.1412,lower_boundary,high,False
Kepler-935,0.7818,0.0316,0.0122,269.5751,10,478.66,-0.01,lower_boundary,high,False
Kepler-490,1.0,10.0,0.0122,511.3653,10,1526.27,-0.02,upper_boundary,high,False
Kepler-1467,0.8636,0.0316,0.0449,671.9936,10,843.8,-0.07,lower_boundary,high,False
Kepler-830,1.1091,7.7858,0.1102,624.0263,10,1781.03,-0.02,ok,high,False
Kepler-1207,1.1364,6.5893,0.0122,408.6435,10,1646.4,0.05,ok,high,False
Kepler-1992,0.9182,10.0,0.1429,216.037,10,528.6,0.0,upper_boundary,high,False
Kepler-855,1.0273,10.0,0.2082,641.7278,10,1458.84,0.06,upper_boundary,high,False
Kepler-1277,0.9182,0.0316,0.1102,339.3816,10,548.95,-0.01,lower_boundary,high,False
Kepler-499,0.8909,0.0316,0.0776,516.1242,10,546.84,0.0,lower_boundary,high,False
Kepler-142,0.9727,10.0,0.1755,249.8662,10,551.08,0.05,upper_boundary,high,False
Kepler-1830,1.1636,6.5893,0.2082,378.2487,10,1053.11,0.24,ok,high,False
Kepler-1051,1.0545,8.4632,0.0449,267.3933,10,826.26,0.04,ok,high,False
Kepler-1801,0.9182,0.0316,0.0776,570.2164,10,841.14,-0.06,lower_boundary,high,False
Kepler-1980,1.0273,10.0,0.2735,927.3283,10,1627.15,0.14,upper_boundary,high,False
Kepler-1618,1.1364,6.5893,0.0449,345.3674,10,1174.36,0.04,ok,high,False
Kepler-1036,0.9182,0.0316,0.0776,217.6932,10,484.79,0.04,lower_boundary,high,False
Kepler-576,0.9455,0.0316,0.2082,345.0575,10,615.2,0.09,lower_boundary,high,False
Kepler-624,0.9727,10.0,-0.0204,277.7094,10,751.53,-0.06,upper_boundary,high,False
Kepler-1021,0.8909,0.0316,0.0776,554.2172,10,801.59,-0.05,lower_boundary,high,False
Kepler-1717,1.1091,7.1626,0.0776,256.3478,10,988.66,-0.06,ok,high,False
Kepler-793,0.9727,9.1996,0.1429,559.4994,10,915.78,0.0,ok,high,False
Kepler-197,0.8909,10.0,-0.4122,105.6713,10,336.59,-0.441,upper_boundary,high,False
Kepler-345,0.8909,0.0316,0.3388,200.868,10,360.27,0.1905,lower_boundary,high,False
Kepler-1255,1.0273,10.0,0.1429,659.6081,10,1617.04,0.02,upper_boundary,high,False
Kepler-1086,0.7,0.0344,-0.0857,290.3882,10,464.66,0.06,ok,high,False
Kepler-487,0.9455,0.0316,0.1429,602.4781,10,886.29,0.0,lower_boundary,high,False
Kepler-300,1.0273,10.0,0.1755,483.7098,10,1064.67,0.04,upper_boundary,high,False
Kepler-47,0.8909,9.1996,-0.1184,772.4097,10,1018.36,-0.25,ok,high,False
Kepler-964,0.8909,0.0316,0.1102,266.7396,10,448.41,0.03,lower_boundary,high,False
Kepler-1831,0.9455,10.0,0.1755,879.4633,10,1094.97,0.07,upper_boundary,high,False
Kepler-61,0.7,0.0316,-0.0531,287.3584,10,338.89,0.03,lower_boundary,high,False
Kepler-493,1.0273,10.0,0.1102,700.9874,10,1602.07,0.11,upper_boundary,high,False
Kepler-1145,0.8091,0.0316,0.0122,541.5714,10,688.31,-0.13,lower_boundary,high,False
Kepler-962,0.8909,0.0344,0.1102,137.903,10,409.14,0.01,ok,high,False
Kepler-908,1.0273,9.1996,0.2408,2.2189,10,294.31,0.15,ok,ok,True
Kepler-1603,1.1909,6.0619,0.1429,709.5786,10,2563.18,0.07,ok,high,False
Kepler-1052,0.9182,10.0,0.1429,490.176,10,921.63,0.0,upper_boundary,high,False
Kepler-1427,1.2572,5.1356,-0.0627,525.6485,10,5824.18,0.06,ok,high,False
Kepler-1281,0.9727,10.0,0.0776,914.8889,10,1505.65,-0.04,upper_boundary,high,False
Kepler-819,0.8636,0.0316,0.0776,635.3238,10,670.61,-0.06,lower_boundary,high,False
Kepler-1382,1.2727,4.7197,0.2408,138.8394,10,826.33,0.3,ok,high,False
WASP-194,1.2182,3.6747,0.1429,58.5199,10,474.81,0.0,ok,high,False
Kepler-870,0.9455,10.0,0.0776,650.0607,10,1295.83,-0.01,upper_boundary,high,False
Kepler-508,1.1091,5.1303,0.2408,19.0409,10,326.59,0.18,ok,high,False
Kepler-1483,1.0,10.0,0.1102,448.2714,10,1172.67,0.04,upper_boundary,high,False
Kepler-218,0.9727,10.0,0.502,268.2761,10,659.11,0.37,upper_boundary,high,False
Kepler-872,0.9455,0.0316,0.1755,605.9691,10,868.7,0.04,lower_boundary,high,False
Kepler-419,1.2455,4.7197,0.1429,169.9268,10,988.18,0.176,ok,high,False
Kepler-377,1.0,10.0,0.1755,341.693,10,816.05,0.05,upper_boundary,high,False
Kepler-1625,1.0273,10.0,0.0776,836.1129,10,2073.74,0.01,upper_boundary,high,False
Kepler-581,0.9455,0.0316,0.1755,511.085,10,685.98,0.03,lower_boundary,high,False
Kepler-678,1.0545,10.0,0.2082,445.3048,10,1842.54,0.07,upper_boundary,high,False
Kepler-1754,0.8091,0.0316,0.2082,683.5458,10,687.86,0.08,lower_boundary,high,False
Kepler-1283,1.3,4.3419,0.1102,655.2046,10,2640.4,0.04,ok,high,False
Kepler-1111,0.9727,0.0316,0.1429,474.3172,10,867.44,0.02,lower_boundary,high,False
Kepler-644,1.1364,6.5893,0.1102,9.9761,10,1300.36,0.08,ok,ok,True
Kepler-1125,1.0273,9.1996,-0.0531,567.093,10,1680.61,-0.09,ok,high,False
Kepler-1638,1.0273,10.0,0.0776,496.3447,10,1483.72,-0.01,upper_boundary,high,False
Kepler-450,1.1636,6.0619,0.1429,55.2382,10,470.83,0.1278,ok,high,False
Kepler-1487,1.1909,6.0619,0.5347,338.8764,10,1002.21,0.4,ok,high,False
Kepler-1098,0.9455,10.0,0.1102,491.4885,10,1032.3,-0.02,upper_boundary,high,False
Kepler-888,0.8636,10.0,-0.151,160.1952,10,418.52,-0.21,upper_boundary,high,False
Kepler-1432,1.0273,10.0,0.0776,647.4915,10,2031.8,0.02,upper_boundary,high,False
Kepler-719,1.0545,9.1996,0.0776,989.0051,10,2304.64,-0.02,ok,high,False
Kepler-1434,1.4909,3.11,0.2735,60.4939,10,771.92,0.19,ok,high,False
Kepler-667,1.0545,10.0,0.2082,549.9498,10,2119.76,0.15,upper_boundary,high,False
Kepler-199,0.9727,0.0316,0.1429,324.0778,10,519.89,0.0,lower_boundary,high,False
Kepler-1608,0.9727,10.0,-0.3469,520.1194,10,4533.13,-0.24,upper_boundary,high,False
Kepler-1134,0.8636,0.0316,0.0449,787.3003,10,954.82,-0.1,lower_boundary,high,False
Kepler-180,0.9727,0.0316,0.1755,310.1089,10,687.1,0.03,lower_boundary,high,False
Kepler-743,0.9455,0.0316,0.1429,80.6465,10,279.62,0.01,lower_boundary,high,False
Kepler-1696,0.9727,10.0,0.0449,814.2367,10,1574.12,-0.04,upper_boundary,high,False
Kepler-860,0.9455,0.0316,0.2082,587.8996,10,996.37,0.09,lower_boundary,high,False
Kepler-252,0.6727,0.0344,-0.249,245.4184,10,377.31,-0.13,ok,high,False
Kepler-1894,0.9182,0.0316,0.1429,706.32,10,909.32,0.0,lower_boundary,high,False
KOI-134,1.2182,5.5767,0.5673,266.4086,10,1114.4,0.427,ok,high,False
Kepler-1260,1.0545,8.4632,-0.0204,1.4315,6,1785.21,0.01,ok,ok,True
Kepler-516,1.2727,3.9944,0.0122,183.1719,10,687.5,0.01,ok,high,False
Kepler-1236,0.8636,0.0316,0.0449,896.2041,10,1030.33,-0.09,lower_boundary,high,False
Kepler-1237,0.9182,0.0316,0.1755,647.8325,10,1051.97,0.12,lower_boundary,high,False
Kepler-466,1.0,9.1996,0.1102,126.5147,10,523.19,-0.01,ok,high,False
Kepler-713,0.9182,10.0,0.1102,560.7526,10,1050.52,-0.03,upper_boundary,high,False
Kepler-1131,0.9455,10.0,0.1755,609.6844,10,1057.07,0.05,upper_boundary,high,False
Kepler-1090,0.9727,0.0316,0.2735,423.6758,10,870.65,0.18,lower_boundary,high,False
Kepler-528,0.9727,10.0,0.1429,365.8884,10,771.83,0.02,upper_boundary,high,False
Kepler-1405,0.9455,10.0,0.1755,1000.3963,10,1399.1,0.03,upper_boundary,high,False
Kepler-1490,0.8636,0.0316,-0.0204,713.2277,10,887.22,-0.08,lower_boundary,high,False
Kepler-379,1.0,10.0,0.1429,249.5415,10,706.59,0.09,upper_boundary,high,False
Kepler-1353,0.7818,0.0316,0.0776,495.9535,10,597.31,-0.06,lower_boundary,high,False
WASP-67,0.8909,0.0316,0.0449,105.7626,10,188.4,-0.07,lower_boundary,high,False
Kepler-292,0.8909,0.0316,0.1429,730.7737,10,1057.29,0.04,lower_boundary,high,False
Kepler-308,0.9182,10.0,0.0776,960.5133,10,1318.16,-0.04,upper_boundary,high,False
Kepler-1551,1.0,10.0,0.0776,812.5352,10,1525.3,0.01,upper_boundary,high,False
Kepler-1785,0.9182,10.0,0.1102,314.6751,10,732.98,0.0,upper_boundary,high,False
Kepler-879,0.9455,10.0,0.1755,333.9079,10,793.62,0.05,upper_boundary,high,False
Kepler-328,1.0545,10.0,0.2082,914.8538,10,2300.9,0.08,upper_boundary,high,False
Kepler-232,0.9727,10.0,0.1755,814.8927,10,1327.52,0.03,upper_boundary,high,False
Kepler-1315,0.8091,0.0316,0.1755,383.3101,10,478.05,0.07,lower_boundary,high,False
Kepler-1987,0.7273,10.0,0.1102,0.4399,6,597.55,0.12,upper_boundary,ok,False
Kepler-972,0.9727,10.0,0.1755,519.4669,10,1169.84,0.04,upper_boundary,high,False
Kepler-1861,1.0273,10.0,0.3061,245.7063,10,808.02,0.26,upper_boundary,high,False
Kepler-954,0.7818,0.0374,0.0122,76.1807,10,214.79,0.02,ok,high,False
Kepler-1180,1.0273,10.0,0.1102,573.114,10,1619.76,0.0,upper_boundary,high,False
Kepler-1610,0.8364,0.0316,0.0449,656.7205,10,867.5,-0.1,lower_boundary,high,False
Kepler-1007,0.8636,0.0316,0.1429,274.7899,10,506.01,0.03,lower_boundary,high,False
Kepler-1856,0.9455,0.0316,0.2735,594.2123,10,833.49,0.14,lower_boundary,high,False
Kepler-784,1.4636,3.11,0.1429,154.1043,10,1287.45,0.1,ok,high,False
Kepler-832,0.9727,10.0,0.0449,853.1959,10,1785.7,-0.08,upper_boundary,high,False
Kepler-340,1.4091,2.0492,-0.0857,165.3291,10,847.01,0.06,ok,high,False
Kepler-1206,0.8364,0.0316,0.2082,659.103,10,772.79,0.07,lower_boundary,high,False
Kepler-119,0.9727,0.0316,0.1429,321.7351,10,690.26,0.01,lower_boundary,high,False
Kepler-1475,1.0,10.0,0.1429,786.1397,10,1528.75,0.03,upper_boundary,high,False
Kepler-500,0.9455,10.0,0.1429,1.602,6,805.55,0.03,upper_boundary,ok,False
Kepler-789,0.9727,10.0,-0.1837,440.4695,10,1466.36,-0.06,upper_boundary,high,False
Kepler-1533,1.1364,6.5893,0.0449,173.2148,10,964.13,0.03,ok,high,False
Kepler-452,0.9727,10.0,0.3388,182.3723,10,546.39,0.21,upper_boundary,high,False
TOI-1064,0.7818,1.2422,0.1429,0.6964,10,68.53,0.05,ok,ok,True
Kepler-806,1.0273,10.0,0.1429,31.8616,10,363.48,0.0,upper_boundary,high,False
Kepler-1404,0.8909,0.0316,0.0449,698.4987,10,964.23,-0.09,lower_boundary,high,False
Kepler-679,0.8636,0.0316,0.0449,587.3233,10,874.84,-0.09,lower_boundary,high,False
Kepler-1959,0.8364,0.0316,0.0776,350.1871,10,487.32,-0.02,lower_boundary,high,False
Kepler-602,1.0,10.0,0.1102,489.0801,10,1122.65,-0.02,upper_boundary,high,False
Kepler-640,1.0,0.0316,0.2735,242.1618,10,543.48,0.15,lower_boundary,high,False
Kepler-1108,0.8909,0.0316,0.0449,563.0289,10,756.26,-0.09,lower_boundary,high,False
Kepler-910,1.1364,6.0619,0.1429,29.8261,10,394.1,0.12,ok,high,False
Kepler-1523,0.9455,0.0316,0.1102,438.4297,10,859.39,0.0,lower_boundary,high,False
Kepler-1607,1.2182,5.5767,0.1755,223.8664,10,1267.29,0.05,ok,high,False
Kepler-255,0.9727,0.0316,0.4041,930.875,10,1023.88,0.3386,lower_boundary,high,False
Kepler-335,1.1091,7.7858,0.1429,323.9536,10,1224.72,0.278,ok,high,False
Kepler-1257,0.9182,0.0316,0.0449,920.704,10,1058.05,-0.09,lower_boundary,high,False
Kepler-817,0.9727,9.1996,0.1429,967.5475,10,1413.33,0.02,ok,high,False
Kepler-1947,0.8909,9.1996,-0.3143,227.5116,10,464.66,-0.44,ok,high,False
Kepler-1502,1.1364,6.0619,-0.0857,398.4775,10,1547.71,0.05,ok,high,False
Kepler-80,0.7,0.067,0.1102,3.9983,10,370.88,0.04,ok,ok,True
Kepler-1724,0.9182,10.0,-0.0857,640.2574,10,1051.67,-0.22,upper_boundary,high,False
Kepler-1738,0.9182,10.0,0.1102,664.4716,10,1252.93,-0.02,upper_boundary,high,False
Kepler-396,0.9727,4.3419,0.2735,14.0597,10,225.45,0.1558,ok,high,False
Kepler-181,0.8636,0.0316,0.0776,356.8719,10,600.66,-0.04,lower_boundary,high,False
Kepler-1585,0.8909,0.0316,0.2082,600.57,10,994.84,0.08,lower_boundary,high,False
Kepler-900,0.7818,0.0316,0.0122,388.1006,10,482.34,-0.01,lower_boundary,high,False
Kepler-525,1.1909,6.0619,0.1755,160.9763,10,1006.32,0.11,ok,high,False
Kepler-1685,0.9727,0.0316,0.3388,962.8283,10,1165.34,0.21,lower_boundary,high,False
Kepler-1497,1.2727,4.7197,0.1102,754.1133,10,3063.25,0.01,ok,high,False
Kepler-15,1.0273,10.0,0.502,334.3086,10,744.51,0.36,upper_boundary,high,False
Kepler-1420,0.8636,0.0316,0.0122,869.9842,10,1017.35,-0.1,lower_boundary,high,False
Kepler-676,0.5364,0.0316,-0.0531,301.6472,10,295.39,-0.02,lower_boundary,high,False
Kepler-1326,1.2727,2.2275,0.0776,0.0408,6,736.09,0.02,ok,ok,True
Kepler-1061,0.9455,10.0,0.1102,176.9423,10,534.77,-0.03,upper_boundary,high,False
Kepler-1739,0.8091,10.0,-0.3796,546.3317,10,771.44,-0.5,upper_boundary,high,False
Kepler-1340,0.9727,9.1996,0.2082,531.2501,10,994.28,0.07,ok,high,False
Kepler-818,0.9455,0.0316,0.0449,637.4775,10,928.05,-0.08,lower_boundary,high,False
HIP 97166,0.8364,9.1996,0.1102,0.8846,10,65.98,0.248,ok,ok,True
Kepler-1886,0.8636,0.0316,-0.151,0.6398,6,1073.22,-0.2,lower_boundary,ok,False
Kepler-1336,1.0273,10.0,0.0776,278.7833,10,1116.53,0.05,upper_boundary,high,False
Kepler-228,1.0,9.1996,0.3061,780.1009,10,1534.53,0.18,ok,high,False
Kepler-1375,1.3545,3.6747,0.1429,256.225,10,1422.21,0.09,ok,high,False
Kepler-394,0.8909,10.0,-0.151,510.6455,10,1028.04,-0.3,upper_boundary,high,False
Kepler-1182,1.0,9.1996,0.1429,614.2524,10,1466.44,0.01,ok,high,False
Kepler-843,0.9455,10.0,0.1755,205.6303,10,1197.62,0.05,upper_boundary,high,False
Kepler-1037,0.8636,0.0316,0.1102,315.9853,10,445.86,-0.03,lower_boundary,high,False
Kepler-1927,1.2727,4.7197,0.2082,183.6785,10,1021.92,0.14,ok,high,False
Kepler-58,0.9455,9.1996,0.2408,537.6266,10,958.32,0.1,ok,high,False
Kepler-1641,0.9727,9.1996,0.1102,472.1682,10,868.95,-0.02,ok,high,False
Kepler-233,0.8636,0.0316,0.0122,524.7874,10,837.75,-0.09,lower_boundary,high,False
Kepler-1226,1.0,10.0,-0.0204,347.3429,10,1125.47,-0.08,upper_boundary,high,False
Kepler-590,1.0799,8.445,0.1102,430.2951,10,1388.26,0.07,ok,high,False
Kepler-1289,0.9727,10.0,0.1102,483.95,10,1059.42,0.02,upper_boundary,high,False
Kepler-731,0.9455,9.1996,0.1429,0.7375,6,1296.24,0.04,ok,ok,True
Kepler-1462,0.9182,0.0316,0.2082,815.6914,10,1007.78,0.06,lower_boundary,high,False
Kepler-873,1.0,10.0,0.2082,593.2404,10,1199.76,0.07,upper_boundary,high,False
Kepler-1935,0.9455,9.1996,-0.0531,572.9039,10,896.17,-0.18,ok,high,False
Kepler-554,0.9182,10.0,0.2735,401.4847,10,688.74,0.14,upper_boundary,high,False
Kepler-534,1.0,10.0,0.1429,269.3169,10,606.09,0.01,upper_boundary,high,False
Kepler-34,1.0545,9.1996,0.0776,396.6602,10,1725.53,-0.07,ok,high,False
Kepler-1857,0.9455,10.0,-0.6735,535.4481,10,815.53,-0.54,upper_boundary,high,False
Kepler-1080,1.3273,3.6747,0.0122,223.9266,10,1360.42,0.09,ok,high,False
Kepler-136,1.0545,8.4632,0.0776,96.1899,10,424.56,0.0002,ok,high,False
Kepler-51,0.9455,0.0316,0.1429,542.1542,10,785.12,0.05,lower_boundary,high,False
Kepler-246,0.8364,0.0374,0.1755,376.216,10,618.29,0.2,ok,high,False
Kepler-744,0.9455,0.0316,0.1429,222.9507,10,456.0,0.0,lower_boundary,high,False
Kepler-193,0.9727,10.0,0.1429,558.9183,10,1015.93,0.0,upper_boundary,high,False
Kepler-1626,1.0818,8.4632,0.1429,416.7345,10,1366.23,0.04,ok,high,False
Kepler-1944,0.9455,10.0,0.6,864.1233,10,1056.94,0.48,upper_boundary,high,False
Kepler-1611,1.4636,3.11,0.1429,5.1764,10,2238.02,0.01,ok,ok,True
Kepler-1591,1.0273,10.0,0.1102,491.1473,10,1392.08,0.01,upper_boundary,high,False
Kepler-472,0.8636,0.0316,0.2735,209.4234,10,305.9,0.16,lower_boundary,high,False
Kepler-1008,0.7818,0.0316,-0.151,127.4092,10,281.59,-0.01,lower_boundary,high,False
Kepler-1232,0.8909,0.0316,0.1429,459.5542,10,637.96,0.06,lower_boundary,high,False
Kepler-1228,0.7818,0.0316,-0.0857,373.3278,10,511.15,-0.18,lower_boundary,high,False
Kepler-1819,0.9727,10.0,0.3388,840.4628,10,1251.29,0.21,upper_boundary,high,False
Kepler-251,0.8909,1.2422,-0.0204,1.0533,6,880.9,-0.06,ok,ok,True
Kepler-535,1.0273,10.0,0.2408,164.5931,10,679.84,0.13,upper_boundary,high,False
Kepler-1963,0.8909,0.0316,0.0122,246.3488,10,488.34,-0.1,lower_boundary,high,False
Kepler-1847,0.9455,10.0,-0.1184,1036.9417,10,1771.41,-0.18,upper_boundary,high,False
Kepler-1200,0.7273,0.0316,-0.0857,532.5272,10,594.85,0.04,lower_boundary,high,False
Kepler-810,0.9727,10.0,0.2408,1078.2385,10,1462.98,0.1,upper_boundary,high,False
Kepler-1941,1.0273,10.0,0.0776,566.3353,10,1455.28,-0.06,upper_boundary,high,False
Kepler-559,0.9455,0.0316,0.1755,9.2642,10,762.14,0.03,lower_boundary,ok,False
Kepler-221,0.8364,1.8852,0.0122,2.7983,10,378.22,0.0616,ok,ok,True
Kepler-1722,0.8909,0.0316,-0.0531,466.4418,10,753.96,-0.2,lower_boundary,high,False
Kepler-1519,1.0273,10.0,0.0776,523.4977,10,1473.56,-0.07,upper_boundary,high,False
Kepler-757,0.9727,10.0,0.1429,629.4674,10,1074.63,0.02,upper_boundary,high,False
HATS-35,1.0273,10.0,0.1755,149.4123,10,525.34,0.21,upper_boundary,high,False
Kepler-1729,0.7273,0.0316,-0.151,447.5771,10,576.8,-0.06,lower_boundary,high,False
Kepler-1681,1.0,10.0,0.2408,522.1168,10,950.7,0.1064,upper_boundary,high,False
Kepler-1824,0.9727,10.0,0.3388,443.3732,10,1011.68,0.2,upper_boundary,high,False
Kepler-1820,0.9455,10.0,0.2082,1041.8597,10,1380.53,0.07,upper_boundary,high,False
Kepler-1150,0.7818,0.0344,0.1429,230.1545,10,356.47,0.01,ok,high,False
Kepler-1884,0.9455,10.0,-0.1184,677.0322,10,1436.66,-0.2,upper_boundary,high,False
Kepler-963,0.9182,0.0316,0.1102,546.0405,10,751.93,-0.02,lower_boundary,high,False
Kepler-1862,0.8636,10.0,-0.1184,1177.1928,10,1268.72,-0.24,upper_boundary,high,False
